"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL" 
569,"NCT02522208","Pharmacodynamic and Pharmacokinetic Study of BiDil Extended-release Capsules and Commercial BiDil Tablets",,"Completed","No Results Available","Heart Failure","Drug: BiDil XR|Drug: BiDil Immediate Release (IR)","Pulmonary Artery (PA) Systolic Pressure change from baseline to each post dose timepoint for 28 hours|Comparison of Maximum observed effect (Emax) on PA systolic pressure vs maximum blood concentration (Cmax)|Comparison of the area under the effect curve (AUEC) on PA systolic pressure versus AUC (the area under the curve) for blood","Arbor Pharmaceuticals, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 1","12","Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AR06.009","September 2015","April 2016","April 2016","August 13, 2015",,"November 8, 2016","Pinnacle Research Group, LLC, Anniston, Alabama, United States|Linfritz Research Institue Inc, Coral Gables, Florida, United States|Jacksonville Center for Clinical Research, Jacksonville, Florida, United States|Morehouse School of Medicine, Atlanta, Georgia, United States|Center for Medical Research, LLC, Providence, Rhode Island, United States",,"https://ClinicalTrials.gov/show/NCT02522208"
570,"NCT02270242","Ticagrelor With Aspirin or Alone in High-Risk Patients After Coronary Intervention","TWILIGHT","Completed","No Results Available","Cardiovascular Disease|Interventional Cardiology","Drug: Aspirin|Drug: Placebo|Drug: ticagrelor","Bleeding episode|Ischemic episode","Icahn School of Medicine at Mount Sinai|AstraZeneca","All","18 Years and older   (Adult, Older Adult)","Phase 4","9006","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Supportive Care","GCO 14-1383","July 2015","July 10, 2019","July 10, 2019","October 21, 2014",,"September 11, 2019","Icahn School of Medicine at Mount Sinai, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT02270242"
571,"NCT01365221","The Effect of Reloading Prasugrel in a Patient Who Has Already Received a Loading Dose (LD) of Clopidogrel","SWITCH 600/60","Completed","No Results Available","Acute Coronary Syndrome","Drug: Prasugrel","The primary objective is to compare platelet reactivity, as assessed by the VerifyNow P2Y12 assay, between patients receiving a loading dose of clopidogrel and a reloading dose of prasugrel to patients receiving only a loading dose of prasugrel.|The secondary objective of this study is to describe rates of bleeding events associated with a loading dose of prasugrel in patients who have already received a loading dose of clopidogrel.","Rebecca Torguson|Medstar Health Research Institute","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 4","77","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SWITCH 600/60","October 2010","January 2014","January 2014","June 3, 2011",,"January 2, 2020","The Heart Center, Huntsville, Alabama, United States|Washington Hospital Center, Washington, District of Columbia, United States|Sinai Center for Thrombosis Research, Baltimore, Maryland, United States|Saint Luke's Hospital, Kansas City, Missouri, United States",,"https://ClinicalTrials.gov/show/NCT01365221"
572,"NCT01831154","The Effect of Tight Glycemic Control on Surgical Site Infection Rates in Patients Undergoing Open Heart Surgery",,"Completed","Has Results","Diabetes|Hyperglycemia|Surgical Site Infection","Drug: Tight Glycemic|Drug: Conventional Glycemic|Drug: Standard Glycemic","Number of Participants Undergoing Open Heart Surgery With Postoperative Surgical Site Infection|The Effect of Intraoperative Tight Glycemic Control on Postoperative Procalcitonin Plasma Levels in Patients Undergoing Open Heart Surgery|The Effect of Intraoperative Tight Glycemic Control on Postoperative C-Reactive Protein Plasma Levels in Patients Undergoing Open Heart Surgery|Intraoperative Blood Glucose Levels in Patients Undergoing Open Heart Surgery|The Effect of Tight Glycemic Control on Intensive Care Unit Length of Stay in Patients Undergoing Open Heart Surgery|Intraoperative Glycemic Stability in Patients Undergoing Open Heart Surgery Compared Between Three Glycemic Protocols.","James A. Haley Veterans Administration Hospital|University of South Florida","All","21 Years and older   (Adult, Older Adult)","Not Applicable","37","U.S. Fed|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Prevention","106219","May 2010","July 2011","October 2011","April 15, 2013","April 24, 2017","April 24, 2017","James A. Haley VAH, Tampa, Florida, United States",,"https://ClinicalTrials.gov/show/NCT01831154"
573,"NCT03735316","Vitamin B12a Vasoplegic Syndrome",,"Recruiting","No Results Available","Vasoplegic Syndrome","Drug: Hydroxocobalamin|Procedure: Cardiopulmonary Bypass|Drug: Placebos","Change in Mean Arterial Pressure|Change in Vasopressor infusion rates|Change in Systolic Blood Pressure|Death|Duration of hospital stay|Duration of intensive care stay","Mayo Clinic","All","18 Years and older   (Adult, Older Adult)","Phase 2","50","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Supportive Care","17-011130","April 25, 2019","April 30, 2021","December 31, 2021","November 8, 2018",,"June 12, 2019","Mayo Clinic Saint Mary's Hospital, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03735316"
574,"NCT03432884","A Two-Part Phase 1 Study to Investigate the Safety and Tolerability of Supratherapeutic Dose of Zanubrutinib and Effect of Zanubrutinib on Cardiac Repolarization in Healthy Subjects",,"Completed","No Results Available","Healthy Volunteers","Drug: BGB-3111|Drug: Placebo|Drug: Moxifloxacin","Part A: Incidence of treatment-emergent adverse events (safety and tolerability)|Part B: Corrected QT interval [QTc]|Part A: PK Parameters|Part B: Heart Rate (HR)|Part B: PR Intervals|Part B: QRS Intervals|Part B: PK Parameters|Part B: Incidence of treatment-emergent adverse events (safety and tolerability)","BeiGene","All","18 Years to 55 Years   (Adult)","Phase 1","40","Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Basic Science","BGB-3111-106","January 25, 2018","April 16, 2018","April 16, 2018","February 14, 2018",,"April 24, 2020","Frontage Clinical Services, Inc., Secaucus, New Jersey, United States",,"https://ClinicalTrials.gov/show/NCT03432884"
575,"NCT02467387","A Study to Assess the Effect of Intravenous Dose of (aMBMC) to Subjects With Non-ischemic Heart Failure",,"Completed","Has Results","Non-Ischemic Heart Failure","Drug: Allogeneic Mesenchymal Bone Marrow Cells (aMBMC)|Drug: Lactated Ringer's Solution","Safety Will be Evaluated by Number of AE|Change in LVEF From Baseline to Day 90 Post-initial Infusion.","CardioCell LLC|Stemedica Cell Technologies, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 2","23","Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","STEM-104-M-CHF","June 1, 2014","May 11, 2017","May 11, 2017","June 10, 2015","January 7, 2020","January 7, 2020","MedStar Washington Hospital Center, Washington, District of Columbia, United States|Emory University Hospital, Atlanta, Georgia, United States|Northwestern University Centers for Heart Failure Therapy, Chicago, Illinois, United States|Stony Brook Heart Institute, Stony Brook, New York, United States|Hospital of the University of Pennsylvania, Heart Failure and Transplant Program, Philadelphia, Pennsylvania, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/87/NCT02467387/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02467387"
576,"NCT00838383","Confirming The Sitaxsentan Dose In Patients Undergoing Heart Surgery","FCAD02","Completed","No Results Available","Cardiac Surgery Subjects|Subjects Undergoing CABG and/or Cardiac Valve Replacement","Drug: sitaxsentan (Thelin)|Drug: Placebo","The primary efficacy endpoint is the reduction in PVR.|Other safety endpoints.","Pfizer","All","Child, Adult, Older Adult","Phase 2","29","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","B1321004","August 2006","March 2008","March 2008","February 6, 2009",,"February 7, 2012","Pfizer Investigational Site, Philadelphia, Pennsylvania, United States|Pfizer Investigational Site, Charleston, South Carolina, United States|Pfizer Investigational Site, Chattanooga, Tennessee, United States",,"https://ClinicalTrials.gov/show/NCT00838383"
577,"NCT02684786","A Study of Stellate Ganglion Block and / or Reserpine in Group 2 Pulmonary Hypertension",,"Withdrawn","No Results Available","Pulmonary Artery Hypertension","Drug: reserpine|Procedure: stellate ganglion block|Drug: lidocaine","Number of participants with treatment-related adverse events as assessed by CTCAE v4.0|Number of participants with successful stellate ganglion block|Effect of stellate ganglion block on heart rate|Change in 6 minute walk distance from one month of reserpine therapy|Change in brain natriuretic peptide (BNP) from one month of reserpine therapy|Change in Doppler derived mean pulmonary artery pressure from one month of reserpine therapy|Change in blood pressure from one month of reserpine therapy|Change in Minnesota Living with heart failure questionnaire from one month of reserpine therapy|Hemodynamic effect of stellate ganglion block|Change in heart rate from one month of reserpine therapy","Mayo Clinic","All","18 Years to 100 Years   (Adult, Older Adult)","Phase 1","0","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","16-000928","July 2016","July 2016","July 2016","February 18, 2016",,"May 22, 2019","Mayo Clinic Florida, Jacksonville, Florida, United States",,"https://ClinicalTrials.gov/show/NCT02684786"
578,"NCT01199523","A Study to Evaluate the Effect of Oral Mirabegron on the Heart in Healthy Males and Females",,"Completed","No Results Available","Healthy Subjects","Drug: Placebo|Drug: mirabegron|Drug: moxifloxacin","QTcl evaluated through electrocardiogram analysis|Pharmacodynamic assessment through electrocardiogram analysis","Astellas Pharma Inc","All","18 Years to 55 Years   (Adult)","Phase 1","352","Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)","178-CL-077","May 2010","November 2010","November 2010","September 13, 2010",,"July 3, 2013","Glendale, California, United States|Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT01199523"
579,"NCT02884206","Efficacy and Safety of LCZ696 Compared to Valsartan on Cognitive Function in Patients With Chronic Heart Failure and Preserved Ejection Fraction","PERSPECTIVE","Active, not recruiting","No Results Available","Chronic Heart Failure (CHF)","Drug: LCZ696|Drug: Valsartan|Drug: Placebo of LCZ696|Drug: Placebo of Valsartan","Change from baseline in the CogState Global Cognitive Composite Score (GCCS)|Change from baseline in cortical composite standardized uptake value ratio (SUVr)|Change from baseline in individual cognitive domains (memory, executive function, and attention)|Change from baseline in the summary score of the instrumental activities of daily living (IADL)","Novartis Pharmaceuticals|Novartis","All","60 Years and older   (Adult, Older Adult)","Phase 3","593","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","CLCZ696B2320|2016-001254-17","November 23, 2016","March 28, 2022","March 28, 2022","August 30, 2016",,"April 10, 2020","Novartis Investigative Site, Andalusia, Alabama, United States|Novartis Investigative Site, Birmingham, Alabama, United States|Novartis Investigative Site, Fort Payne, Alabama, United States|Novartis Investigative Site, Gilbert, Arizona, United States|Novartis Investigative Site, Glendale, Arizona, United States|Novartis Investigative Site, Mesa, Arizona, United States|Novartis Investigative Site, Phoenix, Arizona, United States|Novartis Investigative Site, Phoenix, Arizona, United States|Novartis Investigative Site, Surprise, Arizona, United States|Novartis Investigative Site, Tucson, Arizona, United States|Novartis Investigative Site, Beverly Hills, California, United States|Novartis Investigative Site, Fresno, California, United States|Novartis Investigative Site, Loma Linda, California, United States|Novartis Investigative Site, Long Beach, California, United States|Novartis Investigative Site, Newport Beach, California, United States|Novartis Investigative Site, Santa Ana, California, United States|Novartis Investigative Site, Santa Ana, California, United States|Novartis Investigative Site, Torrance, California, United States|Novartis Investigative Site, Danbury, Connecticut, United States|Novartis Investigative Site, Clearwater, Florida, United States|Novartis Investigative Site, Edgewater, Florida, United States|Novartis Investigative Site, Hollywood, Florida, United States|Novartis Investigative Site, Homestead, Florida, United States|Novartis Investigative Site, Inverness, Florida, United States|Novartis Investigative Site, Jacksonville Beach, Florida, United States|Novartis Investigative Site, Jacksonville, Florida, United States|Novartis Investigative Site, Jupiter, Florida, United States|Novartis Investigative Site, Miami, Florida, United States|Novartis Investigative Site, Miami, Florida, United States|Novartis Investigative Site, Miami, Florida, United States|Novartis Investigative Site, Naples, Florida, United States|Novartis Investigative Site, Port Orange, Florida, United States|Novartis Investigative Site, Tampa, Florida, United States|Novartis Investigative Site, Lombard, Illinois, United States|Novartis Investigative Site, Springfield, Illinois, United States|Novartis Investigative Site, Topeka, Kansas, United States|Novartis Investigative Site, Eunice, Louisiana, United States|Novartis Investigative Site, Baltimore, Maryland, United States|Novartis Investigative Site, Baltimore, Maryland, United States|Novartis Investigative Site, Saginaw, Michigan, United States|Novartis Investigative Site, Saint Louis, Missouri, United States|Novartis Investigative Site, Kalispell, Montana, United States|Novartis Investigative Site, Las Vegas, Nevada, United States|Novartis Investigative Site, Reno, Nevada, United States|Novartis Investigative Site, Reno, Nevada, United States|Novartis Investigative Site, Elmer, New Jersey, United States|Novartis Investigative Site, Haddon Heights, New Jersey, United States|Novartis Investigative Site, Buffalo, New York, United States|Novartis Investigative Site, Manhasset, New York, United States|Novartis Investigative Site, Gastonia, North Carolina, United States|Novartis Investigative Site, Winston-Salem, North Carolina, United States|Novartis Investigative Site, Grand Forks, North Dakota, United States|Novartis Investigative Site, Cincinnati, Ohio, United States|Novartis Investigative Site, Cincinnati, Ohio, United States|Novartis Investigative Site, Oregon City, Oregon, United States|Novartis Investigative Site, Springfield, Oregon, United States|Novartis Investigative Site, Philadelphia, Pennsylvania, United States|Novartis Investigative Site, Providence, Rhode Island, United States|Novartis Investigative Site, Fort Mill, South Carolina, United States|Novartis Investigative Site, Mount Pleasant, South Carolina, United States|Novartis Investigative Site, Rock Hill, South Carolina, United States|Novartis Investigative Site, Summerville, South Carolina, United States|Novartis Investigative Site, Jackson, Tennessee, United States|Novartis Investigative Site, Dallas, Texas, United States|Novartis Investigative Site, Dallas, Texas, United States|Novartis Investigative Site, Gonzales, Texas, United States|Novartis Investigative Site, Houston, Texas, United States|Novartis Investigative Site, Houston, Texas, United States|Novartis Investigative Site, Houston, Texas, United States|Novartis Investigative Site, Lufkin, Texas, United States|Novartis Investigative Site, San Antonio, Texas, United States|Novartis Investigative Site, Salt Lake City, Utah, United States|Novartis Investigative Site, Everett, Washington, United States|Novartis Investigative Site, Tacoma, Washington, United States|Novartis Investigative Site, Buenos Aires, ARG, Argentina|Novartis Investigative Site, Caba, Buenos Aires, Argentina|Novartis Investigative Site, Ciudad Autonoma de Bs As, Buenos Aires, Argentina|Novartis Investigative Site, Ramos Mejia, Buenos Aires, Argentina|Novartis Investigative Site, Caba, Capital Federal, Argentina|Novartis Investigative Site, Chemside, Queensland, Australia|Novartis Investigative Site, Milton, Queensland, Australia|Novartis Investigative Site, Bedford Park, South Australia, Australia|Novartis Investigative Site, Geelong, Victoria, Australia|Novartis Investigative Site, Aalst, Belgium|Novartis Investigative Site, Sofia, BGR, Bulgaria|Novartis Investigative Site, Sofia, Bulgaria|Novartis Investigative Site, Hamilton, Ontario, Canada|Novartis Investigative Site, Toronto, Ontario, Canada|Novartis Investigative Site, Greenfield Park, Quebec, Canada|Novartis Investigative Site, Rijeka, Croatia|Novartis Investigative Site, Zagreb, Croatia|Novartis Investigative Site, Paris, France|Novartis Investigative Site, Tourcoing, France|Novartis Investigative Site, Villeurbanne, France|Novartis Investigative Site, Regensburg, Bavaria, Germany|Novartis Investigative Site, Leverkusen, Nordrhein-Westfalen, Germany|Novartis Investigative Site, Dresden, Sachsen, Germany|Novartis Investigative Site, Berlin Buch, Germany|Novartis Investigative Site, Berlin, Germany|Novartis Investigative Site, Berlin, Germany|Novartis Investigative Site, Berlin, Germany|Novartis Investigative Site, Bielefeld, Germany|Novartis Investigative Site, Bitburg, Germany|Novartis Investigative Site, Dessau-Roßlau, Germany|Novartis Investigative Site, Dresden, Germany|Novartis Investigative Site, Elsterwerda, Germany|Novartis Investigative Site, Frankfurt, Germany|Novartis Investigative Site, Koeln, Germany|Novartis Investigative Site, Koeln, Germany|Novartis Investigative Site, Stadtlohn, Germany|Novartis Investigative Site, Ulm, Germany|Novartis Investigative Site, Wuerzburg, Germany|Novartis Investigative Site, Wuppertal, Germany|Novartis Investigative Site, Ancona, AN, Italy|Novartis Investigative Site, Bergamo, BG, Italy|Novartis Investigative Site, Cona, FE, Italy|Novartis Investigative Site, Firenze, FI, Italy|Novartis Investigative Site, Pozzilli, IS, Italy|Novartis Investigative Site, Rozzano, MI, Italy|Novartis Investigative Site, Modena, MO, Italy|Novartis Investigative Site, Pisa, PI, Italy|Novartis Investigative Site, Wonju, Gangwon-Do, Korea, Republic of|Novartis Investigative Site, Seongnam Si, Gyeonggi Do, Korea, Republic of|Novartis Investigative Site, Seoul, Korea, Korea, Republic of|Novartis Investigative Site, Kaunas, LTU, Lithuania|Novartis Investigative Site, Vilnius, Lithuania|Novartis Investigative Site, Amsterdam, Netherlands|Novartis Investigative Site, Hertogenbosch, Netherlands|Novartis Investigative Site, Lodz, Lodzkie, Poland|Novartis Investigative Site, Tarnow, Malopolskie, Poland|Novartis Investigative Site, Krakow, Maloposkie, Poland|Novartis Investigative Site, Bialystok, Poland|Novartis Investigative Site, Katowice, Poland|Novartis Investigative Site, Krakow, Poland|Novartis Investigative Site, Warszawa, Poland|Novartis Investigative Site, Moscow, Russian Federation|Novartis Investigative Site, Saint Petersburg, Russian Federation|Novartis Investigative Site, Saint Petersburg, Russian Federation|Novartis Investigative Site, Saratov, Russian Federation|Novartis Investigative Site, St Petersburg, Russian Federation|Novartis Investigative Site, Santa Coloma De Gramanet, Cataluna, Spain|Novartis Investigative Site, Valencia, Comunidad Valenciana, Spain|Novartis Investigative Site, San Sebastian de los Reyes, Madrid, Spain|Novartis Investigative Site, Madrid, Spain|Novartis Investigative Site, Madrid, Spain|Novartis Investigative Site, Madrid, Spain|Novartis Investigative Site, Madrid, Spain|Novartis Investigative Site, Madrid, Spain|Novartis Investigative Site, Valencia, Spain|Novartis Investigative Site, Zaragoza, Spain|Novartis Investigative Site, Basel, Switzerland|Novartis Investigative Site, Taichung, Taiwan|Novartis Investigative Site, Tainan, Taiwan|Novartis Investigative Site, Taipei, Taiwan|Novartis Investigative Site, Taipei, Taiwan|Novartis Investigative Site, Eskisehir, Meselik, Turkey|Novartis Investigative Site, Sivas, Turkey|Novartis Investigative Site, Plymouth, Devon, United Kingdom|Novartis Investigative Site, Axbridge, Somerset, United Kingdom|Novartis Investigative Site, Guildford, Surrey, United Kingdom|Novartis Investigative Site, Cardiff, Wales, United Kingdom|Novartis Investigative Site, Birmingham, United Kingdom|Novartis Investigative Site, Bournemouth, United Kingdom|Novartis Investigative Site, East Yorkshire, United Kingdom|Novartis Investigative Site, Harrow, United Kingdom|Novartis Investigative Site, Liverpool, United Kingdom|Novartis Investigative Site, London, United Kingdom|Novartis Investigative Site, Newport, United Kingdom|Novartis Investigative Site, Stevenage, United Kingdom",,"https://ClinicalTrials.gov/show/NCT02884206"
